entity,entity_code,is_aggregate_entity,date,series,is_aggregate_series,generation_twh,generation_share_pct,generation_kwh_per_capita,generation_yoy_change_twh,generation_yoy_change_pct,generation_share_yoy_change_pct_points,generation_yoy_change_kwh_per_capita,generation_ytd_twh,generation_ytd_share_pct,generation_ytd_kwh_per_capita
"EU",,true,"2018-02","Other renewables",false,1.36,0.56,3.05,-0.35,-20.47,-0.17,-0.78,2.86,0.57,6.41
"EU",,true,"2018-02","Solar",false,5.1,2.1,11.42,0.64,14.35,0.19,1.43,8.29,1.66,18.57
"EU",,true,"2018-02","Total generation",true,243.01,100,544.25,9.5,4.07,0,21.28,498.92,100,1117.39
"EU",,true,"2018-02","Wind",false,26.06,10.72,58.36,-3.07,-10.54,-1.75,-6.88,64.03,12.83,143.4
"EU",,true,"2018-03","Bioenergy",false,10.55,4.16,23.63,0.21,2.03,-0.17,0.47,31.11,4.13,69.67
"EU",,true,"2018-03","Coal",false,50.97,20.1,114.15,2.74,5.68,-0.08,6.14,153.3,20.37,343.33
"EU",,true,"2018-03","Gas",false,40.12,15.82,89.85,-0.57,-1.4,-1.21,-1.28,129.26,17.18,289.49
"EU",,true,"2018-03","Hydro",false,34.04,13.42,76.24,6.76,24.78,2,15.14,93.13,12.38,208.58
"EU",,true,"2018-03","Nuclear",false,67.01,26.42,150.08,2.09,3.22,-0.75,4.68,205.36,27.29,459.93
"EU",,true,"2018-03","Other fossil",false,7.38,2.91,16.53,0.1,1.37,-0.14,0.22,21.65,2.88,48.49
"EU",,true,"2018-03","Other renewables",false,1.47,0.58,3.29,-0.39,-20.97,-0.2,-0.87,4.33,0.58,9.7
"EU",,true,"2018-03","Solar",false,7.42,2.93,16.62,-1.48,-16.63,-0.79,-3.31,15.71,2.09,35.18
"EU",,true,"2018-03","Total generation",true,253.64,100,568.06,14.67,6.14,0,32.86,752.56,100,1685.45
"EU",,true,"2018-03","Wind",false,34.68,13.67,77.67,5.21,17.68,1.34,11.67,98.71,13.12,221.07
"EU",,true,"2018-04","Bioenergy",false,9.52,4.5,21.32,-0.08,-0.83,0.01,-0.18,40.63,4.21,91
"EU",,true,"2018-04","Coal",false,37.76,17.84,84.57,-6.34,-14.38,-2.79,-14.2,191.06,19.82,427.9
"EU",,true,"2018-04","Gas",false,26.6,12.57,59.57,-8.51,-24.24,-3.85,-19.06,155.86,16.16,349.07
"EU",,true,"2018-04","Hydro",false,35.42,16.74,79.33,12.99,57.91,6.25,29.09,128.55,13.33,287.9
"EU",,true,"2018-04","Nuclear",false,56.95,26.91,127.55,-2.32,-3.91,-0.81,-5.2,262.31,27.2,587.48
"EU",,true,"2018-04","Other fossil",false,6.32,2.99,14.15,-0.06,-0.94,0.01,-0.13,27.97,2.9,62.64
"EU",,true,"2018-04","Other renewables",false,1.4,0.66,3.14,-0.48,-25.53,-0.22,-1.08,5.73,0.59,12.83
"EU",,true,"2018-04","Solar",false,11.7,5.53,26.2,0.92,8.53,0.49,2.06,27.41,2.84,61.39
"EU",,true,"2018-04","Total generation",true,211.64,100,473.99,-2.17,-1.01,0,-4.86,964.2,100,2159.44
"EU",,true,"2018-04","Wind",false,25.97,12.27,58.16,1.71,7.05,0.92,3.83,124.68,12.93,279.24
"EU",,true,"2018-05","Bioenergy",false,8.93,4.28,20,-0.17,-1.87,0,-0.38,49.56,4.23,111
"EU",,true,"2018-05","Coal",false,39.36,18.86,88.15,-6.53,-14.23,-2.71,-14.62,230.42,19.65,516.05
"EU",,true,"2018-05","Gas",false,27.57,13.21,61.75,-6.02,-17.92,-2.58,-13.48,183.43,15.64,410.81
"EU",,true,"2018-05","Hydro",false,36.8,17.63,82.42,9.23,33.48,4.67,20.67,165.35,14.1,370.32
"EU",,true,"2018-05","Nuclear",false,54.5,26.12,122.06,-1.62,-2.89,-0.26,-3.63,316.81,27.01,709.54
"EU",,true,"2018-05","Other fossil",false,6.22,2.98,13.93,-0.12,-1.89,0,-0.27,34.19,2.92,76.57
"EU",,true,"2018-05","Other renewables",false,1.44,0.69,3.23,-0.46,-24.21,-0.2,-1.03,7.17,0.61,16.06
"EU",,true,"2018-05","Solar",false,13.88,6.65,31.09,0.9,6.93,0.55,2.02,41.29,3.52,92.47
"EU",,true,"2018-05","Total generation",true,208.69,100,467.39,-4.01,-1.89,0,-8.98,1172.89,100,2626.83
"EU",,true,"2018-05","Wind",false,19.99,9.58,44.77,0.78,4.06,0.55,1.75,144.67,12.33,324.01
"EU",,true,"2018-06","Bioenergy",false,8.35,4.06,18.7,-0.11,-1.3,0.02,-0.25,57.91,4.2,129.7
"EU",,true,"2018-06","Coal",false,41.08,19.98,92,-1.16,-2.75,-0.21,-2.6,271.5,19.69,608.06
"EU",,true,"2018-06","Gas",false,31.2,15.17,69.88,-5.91,-15.93,-2.57,-13.24,214.63,15.57,480.69
"EU",,true,"2018-06","Hydro",false,31.72,15.43,71.04,5.86,22.66,3.07,13.12,197.07,14.3,441.36
"EU",,true,"2018-06","Nuclear",false,54.39,26.45,121.81,1,1.87,0.93,2.24,371.2,26.93,831.35
"EU",,true,"2018-06","Other fossil",false,5.85,2.84,13.1,-0.26,-4.26,-0.08,-0.58,40.04,2.9,89.67
"EU",,true,"2018-06","Other renewables",false,1.29,0.63,2.89,-0.47,-26.7,-0.21,-1.05,8.46,0.61,18.95
"EU",,true,"2018-06","Solar",false,13.44,6.54,30.1,-0.11,-0.81,0.06,-0.25,54.73,3.97,122.57
"EU",,true,"2018-06","Total generation",true,205.64,100,460.56,-3.54,-1.69,0,-7.93,1378.53,100,3087.39
"EU",,true,"2018-06","Wind",false,18.32,8.91,41.03,-2.38,-11.5,-0.99,-5.33,162.99,11.82,365.04
"EU",,true,"2018-07","Bioenergy",false,8.65,3.96,19.37,0.24,2.85,0.07,0.54,66.56,4.17,149.07
"EU",,true,"2018-07","Coal",false,48.49,22.19,108.6,2.46,5.34,0.9,5.51,319.99,20.04,716.66
"EU",,true,"2018-07","Gas",false,38.82,17.77,86.94,-2.86,-6.86,-1.51,-6.41,253.45,15.87,567.63
"EU",,true,"2018-07","Hydro",false,26.62,12.18,59.62,1.9,7.69,0.75,4.26,223.69,14.01,500.98
"EU",,true,"2018-07","Nuclear",false,58.06,26.57,130.03,2.91,5.28,1.06,6.52,429.26,26.88,961.38
"EU",,true,"2018-07","Other fossil",false,6.38,2.92,14.29,-0.01,-0.16,-0.04,-0.02,46.42,2.91,103.96
"EU",,true,"2018-07","Other renewables",false,1.38,0.63,3.09,-0.47,-25.41,-0.23,-1.05,9.84,0.62,22.04
"EU",,true,"2018-07","Solar",false,15.56,7.12,34.85,2.33,17.61,1,5.22,70.29,4.4,157.42
"EU",,true,"2018-07","Total generation",true,218.49,100,489.34,2.27,1.05,0,5.08,1597.02,100,3576.72
"EU",,true,"2018-07","Wind",false,14.53,6.65,32.54,-4.23,-22.55,-2.03,-9.47,177.52,11.12,397.58
"EU",,true,"2018-08","Bioenergy",false,8.84,4.17,19.8,0.35,4.12,0.13,0.78,75.4,4.17,168.87
"EU",,true,"2018-08","Coal",false,46.55,21.98,104.25,2.16,4.87,0.84,4.84,366.54,20.26,820.91
"EU",,true,"2018-08","Gas",false,39.04,18.43,87.43,3.1,8.63,1.32,6.94,292.49,16.17,655.07
"EU",,true,"2018-08","Hydro",false,22.2,10.48,49.72,-2.05,-8.45,-1.07,-4.59,245.89,13.59,550.7
"EU",,true,"2018-08","Nuclear",false,54.97,25.95,123.11,-3.05,-5.26,-1.68,-6.83,484.23,26.77,1084.49
"EU",,true,"2018-08","Other fossil",false,6.49,3.06,14.54,0.11,1.72,0.02,0.25,52.91,2.93,118.5
"EU",,true,"2018-08","Other renewables",false,1.4,0.66,3.14,-0.36,-20.45,-0.18,-0.81,11.24,0.62,25.17
"EU",,true,"2018-08","Solar",false,13.4,6.33,30.01,1,8.06,0.43,2.24,83.69,4.63,187.43
"EU",,true,"2018-08","Total generation",true,211.8,100,474.35,1.78,0.85,0,3.99,1808.82,100,4051.08
"EU",,true,"2018-08","Wind",false,18.91,8.93,42.35,0.52,2.83,0.17,1.16,196.43,10.86,439.93
"EU",,true,"2018-09","Bioenergy",false,8.89,4.25,19.91,0.33,3.86,0.15,0.74,84.29,4.18,188.78
"EU",,true,"2018-09","Coal",false,46.54,22.23,104.23,0.42,0.91,0.14,0.94,413.08,20.47,925.14
"EU",,true,"2018-09","Gas",false,37.64,17.98,84.3,1.29,3.55,0.57,2.89,330.13,16.36,739.37
"EU",,true,"2018-09","Hydro",false,20.25,9.67,45.35,-4.26,-17.38,-2.07,-9.54,266.14,13.19,596.05
"EU",,true,"2018-09","Nuclear",false,55.14,26.34,123.49,-1.49,-2.63,-0.79,-3.34,539.37,26.73,1207.99
"EU",,true,"2018-09","Other fossil",false,6.29,3,14.09,0.43,7.34,0.19,0.96,59.2,2.93,132.59
"EU",,true,"2018-09","Other renewables",false,1.33,0.64,2.98,-0.4,-23.12,-0.19,-0.9,12.57,0.62,28.15
"EU",,true,"2018-09","Solar",false,10.9,5.21,24.41,1.8,19.78,0.85,4.03,94.59,4.69,211.85
"EU",,true,"2018-09","Total generation",true,209.34,100,468.84,0.58,0.28,0,1.3,2018.16,100,4519.92
"EU",,true,"2018-09","Wind",false,22.36,10.68,50.08,2.46,12.36,1.15,5.51,218.79,10.84,490.01
"EU",,true,"2018-10","Bioenergy",false,9.78,4.36,21.9,0.36,3.82,0.14,0.81,94.07,4.2,210.68
"EU",,true,"2018-10","Coal",false,48.95,21.83,109.63,0.27,0.55,0.03,0.6,462.03,20.6,1034.77
"EU",,true,"2018-10","Gas",false,42.45,18.93,95.07,0.23,0.54,0.02,0.52,372.58,16.62,834.44
"EU",,true,"2018-10","Hydro",false,18.29,8.16,40.96,-2.28,-11.08,-1.05,-5.11,284.43,12.68,637.02
"EU",,true,"2018-10","Nuclear",false,58.8,26.22,131.69,2.25,3.98,0.89,5.04,598.17,26.68,1339.68
"EU",,true,"2018-10","Other fossil",false,6.55,2.92,14.67,0.31,4.97,0.13,0.69,65.75,2.93,147.26
"EU",,true,"2018-10","Other renewables",false,1.41,0.63,3.16,-0.3,-17.54,-0.14,-0.67,13.98,0.62,31.31
"EU",,true,"2018-10","Solar",false,7.53,3.36,16.86,0.5,7.11,0.21,1.12,102.12,4.55,228.71
"EU",,true,"2018-10","Total generation",true,224.26,100,502.26,0.97,0.43,0,2.17,2242.42,100,5022.18
"EU",,true,"2018-10","Wind",false,30.5,13.6,68.31,-0.37,-1.2,-0.23,-0.83,249.29,11.12,558.32
"EU",,true,"2018-11","Bioenergy",false,10.12,4.3,22.66,0.18,1.81,0.15,0.4,104.19,4.2,233.35
"EU",,true,"2018-11","Coal",false,50.93,21.62,114.06,-3.91,-7.13,-1.29,-8.76,512.96,20.7,1148.84
"EU",,true,"2018-11","Gas",false,49.4,20.97,110.64,-2.62,-5.04,-0.77,-5.87,421.98,17.03,945.08
"EU",,true,"2018-11","Hydro",false,23.93,10.16,53.59,1.53,6.83,0.8,3.43,308.36,12.44,690.61
"EU",,true,"2018-11","Nuclear",false,59.81,25.39,133.95,-0.08,-0.13,0.37,-0.18,657.98,26.55,1473.63
"EU",,true,"2018-11","Other fossil",false,6.58,2.79,14.74,-0.03,-0.45,0.03,-0.07,72.33,2.92,161.99
"EU",,true,"2018-11","Other renewables",false,1.38,0.59,3.09,-0.42,-23.33,-0.16,-0.94,15.36,0.62,34.4
"EU",,true,"2018-11","Solar",false,3.76,1.6,8.42,0.07,1.9,0.06,0.16,105.88,4.27,237.13
"EU",,true,"2018-11","Total generation",true,235.55,100,527.54,-3.78,-1.58,0,-8.47,2477.97,100,5549.72
"EU",,true,"2018-11","Wind",false,29.64,12.58,66.38,1.5,5.33,0.82,3.36,278.93,11.26,624.7
"EU",,true,"2018-12","Bioenergy",false,11.05,4.44,24.75,0.75,7.28,0.38,1.68,115.24,4.23,258.09
"EU",,true,"2018-12","Coal",false,47.35,19.01,106.05,-3.23,-6.39,-0.91,-7.23,560.31,20.55,1254.88
"EU",,true,"2018-12","Gas",false,48,19.27,107.5,0.97,2.06,0.75,2.17,469.98,17.23,1052.58
"EU",,true,"2018-12","Hydro",false,26.36,10.58,59.04,1.44,5.78,0.77,3.23,334.72,12.27,749.65
"EU",,true,"2018-12","Nuclear",false,68.69,27.58,153.84,-1.58,-2.25,-0.09,-3.54,726.67,26.65,1627.47
"EU",,true,"2018-12","Other fossil",false,6.79,2.73,15.21,-0.01,-0.15,0.05,-0.02,79.12,2.9,177.2
"EU",,true,"2018-12","Other renewables",false,1.41,0.57,3.16,-0.31,-18.02,-0.11,-0.69,16.77,0.61,37.56
"EU",,true,"2018-12","Solar",false,2.88,1.16,6.45,0.15,5.49,0.09,0.34,108.76,3.99,243.58
"EU",,true,"2018-12","Total generation",true,249.04,100,557.76,-4.93,-1.94,0,-11.04,2727.01,100,6107.48
"EU",,true,"2018-12","Wind",false,36.51,14.66,81.77,-3.11,-7.85,-0.94,-6.97,315.44,11.57,706.47
"EU",,true,"2019-01","Bioenergy",false,11.05,4.13,24.7,0.65,6.25,0.07,1.45,11.05,4.13,24.7
"EU",,true,"2019-01","Coal",false,51.13,19.11,114.29,1.91,3.88,-0.12,4.27,51.13,19.11,114.29
"EU",,true,"2019-01","Gas",false,56.06,20.96,125.31,12.86,29.77,4.08,28.75,56.06,20.96,125.31
"EU",,true,"2019-01","Hydro",false,25.44,9.51,56.87,-4.91,-16.18,-2.35,-10.98,25.44,9.51,56.87
"EU",,true,"2019-01","Nuclear",false,71.84,26.86,160.58,-0.9,-1.24,-1.56,-2.01,71.84,26.86,160.58
"EU",,true,"2019-01","Other fossil",false,8.33,3.11,18.62,0.99,13.49,0.24,2.21,8.33,3.11,18.62
"EU",,true,"2019-01","Other renewables",false,1.65,0.62,3.69,0.15,10,0.03,0.34,1.65,0.62,3.69
"EU",,true,"2019-01","Solar",false,3.53,1.32,7.89,0.34,10.66,0.07,0.76,3.53,1.32,7.89
"EU",,true,"2019-01","Total generation",true,267.5,100,597.94,11.59,4.53,0,25.91,267.5,100,597.94
"EU",,true,"2019-01","Wind",false,38.47,14.38,85.99,0.5,1.32,-0.46,1.12,38.47,14.38,85.99
"EU",,true,"2019-02","Bioenergy",false,9.58,4.14,21.41,-0.58,-5.71,-0.04,-1.3,20.63,4.14,46.11
"EU",,true,"2019-02","Coal",false,42.22,18.25,94.37,-10.89,-20.5,-3.61,-24.34,93.35,18.71,208.66
"EU",,true,"2019-02","Gas",false,43.93,18.99,98.2,-2.01,-4.38,0.09,-4.49,99.99,20.05,223.51
"EU",,true,"2019-02","Hydro",false,24.29,10.5,54.3,-4.45,-15.48,-1.33,-9.95,49.73,9.97,111.16
"EU",,true,"2019-02","Nuclear",false,64.92,28.07,145.12,-0.69,-1.05,1.07,-1.54,136.76,27.42,305.7
"EU",,true,"2019-02","Other fossil",false,6.89,2.98,15.4,-0.04,-0.58,0.13,-0.09,15.22,3.05,34.02
"EU",,true,"2019-02","Other renewables",false,1.51,0.65,3.38,0.15,11.03,0.09,0.34,3.16,0.63,7.06
"EU",,true,"2019-02","Solar",false,6.78,2.93,15.16,1.68,32.94,0.83,3.76,10.31,2.07,23.05
"EU",,true,"2019-02","Total generation",true,231.31,100,517.05,-11.7,-4.81,0,-26.15,498.81,100,1114.99
"EU",,true,"2019-02","Wind",false,31.19,13.48,69.72,5.13,19.69,2.76,11.47,69.66,13.97,155.71
"EU",,true,"2019-03","Bioenergy",false,10.29,4.31,23,-0.26,-2.46,0.15,-0.58,30.92,4.19,69.12
"EU",,true,"2019-03","Coal",false,35.54,14.9,79.44,-15.43,-30.27,-5.2,-34.49,128.89,17.48,288.11
"EU",,true,"2019-03","Gas",false,39.81,16.68,88.99,-0.31,-0.77,0.86,-0.69,139.8,18.96,312.49
"EU",,true,"2019-03","Hydro",false,26.1,10.94,58.34,-7.94,-23.33,-2.48,-17.75,75.83,10.28,169.5
"EU",,true,"2019-03","Nuclear",false,66.84,28.01,149.41,-0.17,-0.25,1.59,-0.38,203.6,27.61,455.11
"EU",,true,"2019-03","Other fossil",false,7,2.93,15.65,-0.38,-5.15,0.02,-0.85,22.22,3.01,49.67
"EU",,true,"2019-03","Other renewables",false,1.65,0.69,3.69,0.18,12.24,0.11,0.4,4.81,0.65,10.75
"EU",,true,"2019-03","Solar",false,9.78,4.1,21.86,2.36,31.81,1.17,5.28,20.09,2.72,44.91
"EU",,true,"2019-03","Total generation",true,238.6,100,533.34,-15.04,-5.93,0,-33.62,737.41,100,1648.33
"EU",,true,"2019-03","Wind",false,41.59,17.43,92.97,6.91,19.93,3.76,15.45,111.25,15.09,248.68
"EU",,true,"2019-04","Bioenergy",false,9.13,4.26,20.41,-0.39,-4.1,-0.24,-0.87,40.05,4.21,89.52
"EU",,true,"2019-04","Coal",false,34.21,15.98,76.47,-3.55,-9.4,-1.86,-7.94,163.1,17.14,364.58
"EU",,true,"2019-04","Gas",false,36.96,17.27,82.62,10.36,38.95,4.7,23.16,176.76,18.58,395.11
"EU",,true,"2019-04","Hydro",false,25.94,12.12,57.98,-9.48,-26.76,-4.62,-21.19,101.77,10.7,227.49
"EU",,true,"2019-04","Nuclear",false,60.58,28.3,135.41,3.63,6.37,1.39,8.11,264.18,27.77,590.52
"EU",,true,"2019-04","Other fossil",false,6.44,3.01,14.4,0.12,1.9,0.02,0.27,28.66,3.01,64.06
"EU",,true,"2019-04","Other renewables",false,1.58,0.74,3.53,0.18,12.86,0.08,0.4,6.39,0.67,14.28
"EU",,true,"2019-04","Solar",false,12.19,5.69,27.25,0.49,4.19,0.16,1.1,32.28,3.39,72.16
"EU",,true,"2019-04","Total generation",true,214.07,100,478.51,2.43,1.15,0,5.43,951.48,100,2126.83
"EU",,true,"2019-04","Wind",false,27.04,12.63,60.44,1.07,4.12,0.36,2.39,138.29,14.53,309.12
"EU",,true,"2019-05","Bioenergy",false,8.74,4.09,19.54,-0.19,-2.13,-0.19,-0.42,48.79,4.19,109.06
"EU",,true,"2019-05","Coal",false,32.33,15.13,72.27,-7.03,-17.86,-3.73,-15.71,195.43,16.77,436.84
"EU",,true,"2019-05","Gas",false,37.29,17.45,83.35,9.72,35.26,4.24,21.73,214.05,18.37,478.46
"EU",,true,"2019-05","Hydro",false,30.34,14.2,67.82,-6.46,-17.55,-3.43,-14.44,132.11,11.34,295.3
"EU",,true,"2019-05","Nuclear",false,57.71,27,129,3.21,5.89,0.88,7.18,321.89,27.63,719.52
"EU",,true,"2019-05","Other fossil",false,6.29,2.94,14.06,0.07,1.13,-0.04,0.16,34.95,3,78.12
"EU",,true,"2019-05","Other renewables",false,1.56,0.73,3.49,0.12,8.33,0.04,0.27,7.95,0.68,17.77
"EU",,true,"2019-05","Solar",false,13.39,6.26,29.93,-0.49,-3.53,-0.39,-1.1,45.67,3.92,102.09
"EU",,true,"2019-05","Total generation",true,213.73,100,477.75,5.04,2.42,0,11.27,1165.21,100,2604.58
"EU",,true,"2019-05","Wind",false,26.08,12.2,58.3,6.09,30.47,2.62,13.61,164.37,14.11,367.41
"EU",,true,"2019-06","Bioenergy",false,8.12,3.94,18.15,-0.23,-2.75,-0.12,-0.51,56.91,4.15,127.21
"EU",,true,"2019-06","Coal",false,28.61,13.87,63.95,-12.47,-30.36,-6.11,-27.87,224.04,16.33,500.79
"EU",,true,"2019-06","Gas",false,39.86,19.32,89.1,8.66,27.76,4.15,19.36,253.91,18.51,567.56
"EU",,true,"2019-06","Hydro",false,31.08,15.06,69.47,-0.64,-2.02,-0.37,-1.43,163.19,11.9,364.78
"EU",,true,"2019-06","Nuclear",false,55.24,26.77,123.48,0.85,1.56,0.32,1.9,377.13,27.5,843
"EU",,true,"2019-06","Other fossil",false,5.61,2.72,12.54,-0.24,-4.1,-0.12,-0.54,40.56,2.96,90.66
"EU",,true,"2019-06","Other renewables",false,1.25,0.61,2.79,-0.04,-3.1,-0.02,-0.09,9.2,0.67,20.56
"EU",,true,"2019-06","Solar",false,16.26,7.88,36.35,2.82,20.98,1.34,6.3,61.93,4.52,138.43
"EU",,true,"2019-06","Total generation",true,206.34,100,461.23,0.7,0.34,0,1.56,1371.55,100,3065.81
"EU",,true,"2019-06","Wind",false,20.31,9.84,45.4,1.99,10.86,0.93,4.45,184.68,13.47,412.81
"EU",,true,"2019-07","Bioenergy",false,8.56,3.93,19.13,-0.09,-1.04,-0.03,-0.2,65.47,4.12,146.34
"EU",,true,"2019-07","Coal",false,32.08,14.72,71.71,-16.41,-33.84,-7.47,-36.68,256.12,16.11,572.5
"EU",,true,"2019-07","Gas",false,50.6,23.22,113.11,11.78,30.35,5.45,26.33,304.51,19.16,680.67
"EU",,true,"2019-07","Hydro",false,26.09,11.97,58.32,-0.53,-1.99,-0.21,-1.18,189.28,11.91,423.1
"EU",,true,"2019-07","Nuclear",false,57.99,26.61,129.62,-0.07,-0.12,0.04,-0.16,435.12,27.38,972.62
"EU",,true,"2019-07","Other fossil",false,5.88,2.7,13.14,-0.5,-7.84,-0.22,-1.12,46.44,2.92,103.81
"EU",,true,"2019-07","Other renewables",false,1.45,0.67,3.24,0.07,5.07,0.04,0.16,10.65,0.67,23.81
"EU",,true,"2019-07","Solar",false,15.55,7.14,34.76,-0.01,-0.06,0.02,-0.02,77.48,4.87,173.19
"EU",,true,"2019-07","Total generation",true,217.9,100,487.07,-0.59,-0.27,0,-1.32,1589.45,100,3552.88
"EU",,true,"2019-07","Wind",false,19.7,9.04,44.04,5.17,35.58,2.39,11.56,204.38,12.86,456.85
"EU",,true,"2019-08","Bioenergy",false,8.62,4.16,19.27,-0.22,-2.49,-0.01,-0.49,74.09,4.12,165.61
"EU",,true,"2019-08","Coal",false,29.86,14.41,66.75,-16.69,-35.85,-7.57,-37.31,285.98,15.92,639.25
"EU",,true,"2019-08","Gas",false,48.15,23.24,107.63,9.11,23.34,4.81,20.36,352.66,19.63,788.3
"EU",,true,"2019-08","Hydro",false,22.2,10.71,49.62,0,0,0.23,0,211.48,11.77,472.72
"EU",,true,"2019-08","Nuclear",false,57.29,27.65,128.06,2.32,4.22,1.7,5.19,492.41,27.41,1100.68
"EU",,true,"2019-08","Other fossil",false,6.25,3.02,13.97,-0.24,-3.7,-0.04,-0.54,52.69,2.93,117.78
"EU",,true,"2019-08","Other renewables",false,1.44,0.69,3.22,0.04,2.86,0.03,0.09,12.09,0.67,27.02
"EU",,true,"2019-08","Solar",false,14.65,7.07,32.75,1.25,9.33,0.74,2.79,92.13,5.13,205.94
"EU",,true,"2019-08","Total generation",true,207.23,100,463.22,-4.57,-2.16,0,-10.22,1796.68,100,4016.1
"EU",,true,"2019-08","Wind",false,18.77,9.06,41.96,-0.14,-0.74,0.13,-0.31,223.15,12.42,498.81
"EU",,true,"2019-09","Bioenergy",false,8.28,4.01,18.51,-0.61,-6.86,-0.24,-1.36,82.37,4.11,184.12
"EU",,true,"2019-09","Coal",false,29.55,14.3,66.05,-16.99,-36.51,-7.93,-37.98,315.53,15.75,705.3
"EU",,true,"2019-09","Gas",false,47.71,23.08,106.65,10.07,26.75,5.1,22.51,400.37,19.98,894.94
"EU",,true,"2019-09","Hydro",false,19.79,9.57,44.24,-0.46,-2.27,-0.1,-1.03,231.27,11.54,516.96
"EU",,true,"2019-09","Nuclear",false,55.87,27.03,124.89,0.73,1.32,0.69,1.63,548.28,27.37,1225.57
"EU",,true,"2019-09","Other fossil",false,6.44,3.12,14.4,0.15,2.38,0.12,0.34,59.13,2.95,132.17
"EU",,true,"2019-09","Other renewables",false,1.46,0.71,3.26,0.13,9.77,0.07,0.29,13.55,0.68,30.29
"EU",,true,"2019-09","Solar",false,11.2,5.42,25.04,0.3,2.75,0.21,0.67,103.33,5.16,230.97
"EU",,true,"2019-09","Total generation",true,206.7,100,462.03,-2.64,-1.26,0,-5.9,2003.38,100,4478.14
"EU",,true,"2019-09","Wind",false,26.4,12.77,59.01,4.04,18.07,2.09,9.03,249.55,12.46,557.82
"EU",,true,"2019-10","Bioenergy",false,9.46,4.26,21.15,-0.32,-3.27,-0.1,-0.72,91.83,4.13,205.27
"EU",,true,"2019-10","Coal",false,35.03,15.77,78.3,-13.92,-28.44,-6.06,-31.12,350.56,15.75,783.6
"EU",,true,"2019-10","Gas",false,52.02,23.43,116.28,9.57,22.54,4.5,21.39,452.39,20.33,1011.22
"EU",,true,"2019-10","Hydro",false,20.9,9.41,46.72,2.61,14.27,1.25,5.83,252.17,11.33,563.67
"EU",,true,"2019-10","Nuclear",false,58.77,26.46,131.37,-0.03,-0.05,0.24,-0.07,607.05,27.28,1356.93
"EU",,true,"2019-10","Other fossil",false,6.84,3.08,15.29,0.29,4.43,0.16,0.65,65.97,2.96,147.46
"EU",,true,"2019-10","Other renewables",false,1.57,0.71,3.51,0.16,11.35,0.08,0.36,15.12,0.68,33.8
"EU",,true,"2019-10","Solar",false,7.76,3.49,17.35,0.23,3.05,0.13,0.51,111.09,4.99,248.32
"EU",,true,"2019-10","Total generation",true,222.07,100,496.39,-2.19,-0.98,0,-4.9,2225.45,100,4974.53
"EU",,true,"2019-10","Wind",false,29.72,13.38,66.43,-0.78,-2.56,-0.22,-1.74,279.27,12.55,624.25
"EU",,true,"2019-11","Bioenergy",false,10.04,4.31,22.44,-0.08,-0.79,0.01,-0.18,101.87,4.14,227.71
"EU",,true,"2019-11","Coal",false,39.58,17,88.47,-11.35,-22.29,-4.62,-25.37,390.14,15.87,872.08
"EU",,true,"2019-11","Gas",false,48.47,20.81,108.34,-0.93,-1.88,-0.16,-2.08,500.86,20.37,1119.57
"EU",,true,"2019-11","Hydro",false,29.36,12.61,65.63,5.43,22.69,2.45,12.14,281.53,11.45,629.3
"EU",,true,"2019-11","Nuclear",false,58.67,25.19,131.14,-1.14,-1.91,-0.2,-2.55,665.72,27.08,1488.08
"EU",,true,"2019-11","Other fossil",false,6.91,2.97,15.45,0.33,5.02,0.18,0.74,72.88,2.96,162.91
"EU",,true,"2019-11","Other renewables",false,1.58,0.68,3.53,0.2,14.49,0.09,0.45,16.7,0.68,37.33
"EU",,true,"2019-11","Solar",false,3.84,1.65,8.58,0.08,2.13,0.05,0.18,114.93,4.68,256.9
"EU",,true,"2019-11","Total generation",true,232.89,100,520.58,-2.66,-1.13,0,-5.95,2458.34,100,5495.1
"EU",,true,"2019-11","Wind",false,34.44,14.79,76.98,4.8,16.19,2.21,10.73,313.71,12.76,701.23
"EU",,true,"2019-12","Bioenergy",false,10.52,4.37,23.52,-0.53,-4.8,-0.07,-1.18,112.39,4.16,251.22
"EU",,true,"2019-12","Coal",false,34.58,14.37,77.3,-12.77,-26.97,-4.64,-28.54,424.72,15.74,949.37
"EU",,true,"2019-12","Gas",false,42.92,17.84,95.94,-5.08,-10.58,-1.43,-11.36,543.78,20.15,1215.51
"EU",,true,"2019-12","Hydro",false,33.84,14.07,75.64,7.48,28.38,3.49,16.72,315.37,11.69,704.94
"EU",,true,"2019-12","Nuclear",false,64.31,26.73,143.75,-4.38,-6.38,-0.85,-9.79,730.03,27.05,1631.83
"EU",,true,"2019-12","Other fossil",false,6.94,2.88,15.51,0.15,2.21,0.15,0.34,79.82,2.96,178.42
"EU",,true,"2019-12","Other renewables",false,1.65,0.69,3.69,0.24,17.02,0.12,0.54,18.35,0.68,41.02
"EU",,true,"2019-12","Solar",false,3.57,1.48,7.98,0.69,23.96,0.32,1.54,118.5,4.39,264.88
"EU",,true,"2019-12","Total generation",true,240.57,100,537.74,-8.47,-3.4,0,-18.93,2698.91,100,6032.85
"EU",,true,"2019-12","Wind",false,42.24,17.56,94.42,5.73,15.69,2.9,12.81,355.95,13.19,795.65
"EU",,true,"2020-01","Bioenergy",false,10.42,4.1,23.27,-0.63,-5.7,-0.03,-1.41,10.42,4.1,23.27
