entity,entity_code,is_aggregate_entity,date,series,is_aggregate_series,generation_twh,generation_share_pct,generation_kwh_per_capita,generation_yoy_change_twh,generation_yoy_change_pct,generation_share_yoy_change_pct_points,generation_yoy_change_kwh_per_capita,generation_ytd_twh,generation_ytd_share_pct,generation_ytd_kwh_per_capita
"EU",,true,"2020-01","Coal",false,35.31,13.88,78.86,-15.82,-30.94,-5.23,-35.33,35.31,13.88,78.86
"EU",,true,"2020-01","Gas",false,56.05,22.03,125.17,-0.01,-0.02,1.07,-0.02,56.05,22.03,125.17
"EU",,true,"2020-01","Hydro",false,29.43,11.57,65.72,3.99,15.68,2.06,8.91,29.43,11.57,65.72
"EU",,true,"2020-01","Nuclear",false,68.04,26.75,151.95,-3.8,-5.29,-0.11,-8.49,68.04,26.75,151.95
"EU",,true,"2020-01","Other fossil",false,6.9,2.71,15.41,-1.43,-17.17,-0.4,-3.19,6.9,2.71,15.41
"EU",,true,"2020-01","Other renewables",false,1.66,0.65,3.71,0.01,0.61,0.03,0.02,1.66,0.65,3.71
"EU",,true,"2020-01","Solar",false,4.46,1.75,9.96,0.93,26.35,0.43,2.08,4.46,1.75,9.96
"EU",,true,"2020-01","Total generation",true,254.39,100,568.12,-13.11,-4.9,0,-29.28,254.39,100,568.12
"EU",,true,"2020-01","Wind",false,42.12,16.56,94.06,3.65,9.49,2.18,8.15,42.12,16.56,94.06
"EU",,true,"2020-02","Bioenergy",false,9.28,3.94,20.72,-0.3,-3.13,-0.2,-0.67,19.7,4.02,44
"EU",,true,"2020-02","Coal",false,27.37,11.63,61.12,-14.85,-35.17,-6.62,-33.16,62.68,12.8,139.98
"EU",,true,"2020-02","Gas",false,45.32,19.26,101.21,1.39,3.16,0.27,3.1,101.37,20.7,226.38
"EU",,true,"2020-02","Hydro",false,28.63,12.17,63.94,4.34,17.87,1.67,9.69,58.06,11.86,129.66
"EU",,true,"2020-02","Nuclear",false,60.58,25.75,135.29,-4.34,-6.69,-2.32,-9.69,128.62,26.27,287.24
"EU",,true,"2020-02","Other fossil",false,6.37,2.71,14.23,-0.52,-7.55,-0.27,-1.16,13.27,2.71,29.64
"EU",,true,"2020-02","Other renewables",false,1.5,0.64,3.35,-0.01,-0.66,-0.01,-0.02,3.16,0.65,7.06
"EU",,true,"2020-02","Solar",false,6.73,2.86,15.03,-0.05,-0.74,-0.07,-0.11,11.19,2.29,24.99
"EU",,true,"2020-02","Total generation",true,235.28,100,525.44,3.97,1.72,0,8.87,489.67,100,1093.56
"EU",,true,"2020-02","Wind",false,49.5,21.04,110.55,18.31,58.7,7.56,40.89,91.62,18.71,204.61
"EU",,true,"2020-03","Bioenergy",false,10.15,4.39,22.67,-0.14,-1.36,0.08,-0.31,29.85,4.14,66.66
"EU",,true,"2020-03","Coal",false,27.88,12.05,62.26,-7.66,-21.55,-2.85,-17.11,90.56,12.56,202.24
"EU",,true,"2020-03","Gas",false,41.51,17.95,92.7,1.7,4.27,1.27,3.8,142.88,19.82,319.09
"EU",,true,"2020-03","Hydro",false,31.76,13.73,70.93,5.66,21.69,2.79,12.64,89.82,12.46,200.59
"EU",,true,"2020-03","Nuclear",false,59.85,25.88,133.66,-6.99,-10.46,-2.13,-15.61,188.47,26.14,420.9
"EU",,true,"2020-03","Other fossil",false,6.42,2.78,14.34,-0.58,-8.29,-0.15,-1.3,19.69,2.73,43.97
"EU",,true,"2020-03","Other renewables",false,1.6,0.69,3.57,-0.05,-3.03,0,-0.11,4.76,0.66,10.63
"EU",,true,"2020-03","Solar",false,11.43,4.94,25.53,1.65,16.87,0.84,3.68,22.62,3.14,50.52
"EU",,true,"2020-03","Total generation",true,231.28,100,516.51,-7.32,-3.07,0,-16.35,720.95,100,1610.06
"EU",,true,"2020-03","Wind",false,40.68,17.59,90.85,-0.91,-2.19,0.16,-2.03,132.3,18.35,295.46
"EU",,true,"2020-04","Bioenergy",false,9.23,4.85,20.61,0.1,1.1,0.59,0.22,39.08,4.29,87.28
"EU",,true,"2020-04","Coal",false,20.12,10.57,44.93,-14.09,-41.19,-5.41,-31.47,110.68,12.14,247.18
"EU",,true,"2020-04","Gas",false,32.35,16.99,72.25,-4.61,-12.47,-0.28,-10.3,175.23,19.23,391.33
"EU",,true,"2020-04","Hydro",false,27.56,14.48,61.55,1.62,6.25,2.36,3.62,117.38,12.88,262.14
"EU",,true,"2020-04","Nuclear",false,51.59,27.1,115.21,-8.99,-14.84,-1.2,-20.08,240.06,26.34,536.11
"EU",,true,"2020-04","Other fossil",false,5.51,2.89,12.31,-0.93,-14.44,-0.12,-2.08,25.2,2.77,56.28
"EU",,true,"2020-04","Other renewables",false,1.48,0.78,3.31,-0.1,-6.33,0.04,-0.22,6.24,0.68,13.94
"EU",,true,"2020-04","Solar",false,16.03,8.42,35.8,3.84,31.5,2.73,8.58,38.65,4.24,86.32
"EU",,true,"2020-04","Total generation",true,190.38,100,425.17,-23.69,-11.07,0,-52.91,911.33,100,2035.23
"EU",,true,"2020-04","Wind",false,26.51,13.92,59.2,-0.53,-1.96,1.29,-1.18,158.81,17.43,354.66
"EU",,true,"2020-05","Bioenergy",false,9.27,4.85,20.7,0.53,6.06,0.76,1.18,48.35,4.38,107.98
"EU",,true,"2020-05","Coal",false,19.8,10.35,44.22,-12.53,-38.76,-4.78,-27.98,130.48,11.83,291.39
"EU",,true,"2020-05","Gas",false,32.98,17.24,73.65,-4.31,-11.56,-0.21,-9.63,208.21,18.88,464.99
"EU",,true,"2020-05","Hydro",false,31.36,16.39,70.03,1.02,3.36,2.19,2.28,148.74,13.49,332.17
"EU",,true,"2020-05","Nuclear",false,47.87,25.02,106.91,-9.84,-17.05,-1.98,-21.98,287.93,26.11,643.02
"EU",,true,"2020-05","Other fossil",false,5.53,2.89,12.35,-0.76,-12.08,-0.05,-1.7,30.73,2.79,68.63
"EU",,true,"2020-05","Other renewables",false,1.47,0.77,3.28,-0.09,-5.77,0.04,-0.2,7.71,0.7,17.22
"EU",,true,"2020-05","Solar",false,17.49,9.14,39.06,4.1,30.62,2.88,9.16,56.14,5.09,125.37
"EU",,true,"2020-05","Total generation",true,191.3,100,427.22,-22.43,-10.49,0,-50.09,1102.63,100,2462.45
"EU",,true,"2020-05","Wind",false,25.53,13.35,57.01,-0.55,-2.11,1.15,-1.23,184.34,16.72,411.68
"EU",,true,"2020-06","Bioenergy",false,8.38,4.42,18.71,0.26,3.2,0.48,0.58,56.73,4.39,126.69
"EU",,true,"2020-06","Coal",false,22.01,11.6,49.15,-6.6,-23.07,-2.27,-14.74,152.49,11.8,340.55
"EU",,true,"2020-06","Gas",false,40.22,21.2,89.82,0.36,0.9,1.88,0.8,248.43,19.22,554.81
"EU",,true,"2020-06","Hydro",false,30.8,16.23,68.78,-0.28,-0.9,1.17,-0.63,179.54,13.89,400.96
"EU",,true,"2020-06","Nuclear",false,43.96,23.17,98.17,-11.28,-20.42,-3.6,-25.19,331.89,25.68,741.19
"EU",,true,"2020-06","Other fossil",false,5.33,2.81,11.9,-0.28,-4.99,0.09,-0.63,36.06,2.79,80.53
"EU",,true,"2020-06","Other renewables",false,1.34,0.71,2.99,0.09,7.2,0.1,0.2,9.05,0.7,20.21
"EU",,true,"2020-06","Solar",false,16.81,8.86,37.54,0.55,3.38,0.98,1.23,72.95,5.64,162.92
"EU",,true,"2020-06","Total generation",true,189.74,100,423.74,-16.6,-8.04,0,-37.07,1292.37,100,2886.19
"EU",,true,"2020-06","Wind",false,20.89,11.01,46.65,0.58,2.86,1.17,1.3,205.23,15.88,458.33
"EU",,true,"2020-07","Bioenergy",false,8.38,4.1,18.71,-0.18,-2.1,0.17,-0.4,65.11,4.35,145.41
"EU",,true,"2020-07","Coal",false,23.87,11.67,53.31,-8.21,-25.59,-3.05,-18.33,176.36,11.78,393.86
"EU",,true,"2020-07","Gas",false,48.98,23.94,109.38,-1.62,-3.2,0.72,-3.62,297.41,19.87,664.19
"EU",,true,"2020-07","Hydro",false,27.42,13.4,61.24,1.33,5.1,1.43,2.97,206.96,13.83,462.19
"EU",,true,"2020-07","Nuclear",false,47.27,23.11,105.57,-10.72,-18.49,-3.5,-23.94,379.16,25.33,846.76
"EU",,true,"2020-07","Other fossil",false,5.73,2.8,12.8,-0.15,-2.55,0.1,-0.33,41.79,2.79,93.33
"EU",,true,"2020-07","Other renewables",false,1.43,0.7,3.19,-0.02,-1.38,0.03,-0.04,10.48,0.7,23.4
"EU",,true,"2020-07","Solar",false,18.35,8.97,40.98,2.8,18.01,1.83,6.25,91.3,6.1,203.9
"EU",,true,"2020-07","Total generation",true,204.57,100,456.86,-13.33,-6.12,0,-29.77,1496.94,100,3343.04
"EU",,true,"2020-07","Wind",false,23.14,11.31,51.68,3.44,17.46,2.27,7.68,228.37,15.26,510.01
"EU",,true,"2020-08","Bioenergy",false,8.65,4.32,19.32,0.03,0.35,0.16,0.07,73.76,4.35,164.72
"EU",,true,"2020-08","Coal",false,26.65,13.31,59.52,-3.21,-10.75,-1.1,-7.17,203.01,11.96,453.37
"EU",,true,"2020-08","Gas",false,45.95,22.94,102.62,-2.2,-4.57,-0.3,-4.91,343.36,20.23,766.81
"EU",,true,"2020-08","Hydro",false,25.79,12.88,57.6,3.59,16.17,2.17,8.02,232.75,13.71,519.79
"EU",,true,"2020-08","Nuclear",false,48.04,23.99,107.29,-9.25,-16.15,-3.66,-20.66,427.2,25.17,954.05
"EU",,true,"2020-08","Other fossil",false,6.18,3.09,13.8,-0.07,-1.12,0.07,-0.16,47.97,2.83,107.13
"EU",,true,"2020-08","Other renewables",false,1.41,0.7,3.15,-0.03,-2.08,0.01,-0.07,11.89,0.7,26.55
"EU",,true,"2020-08","Solar",false,16.59,8.28,37.05,1.94,13.24,1.21,4.33,107.89,6.36,240.95
"EU",,true,"2020-08","Total generation",true,200.27,100,447.25,-6.96,-3.36,0,-15.54,1697.21,100,3790.3
"EU",,true,"2020-08","Wind",false,21.01,10.49,46.92,2.24,11.93,1.43,5,249.38,14.69,556.93
"EU",,true,"2020-09","Bioenergy",false,8.72,4.35,19.47,0.44,5.31,0.34,0.98,82.48,4.35,184.2
"EU",,true,"2020-09","Coal",false,30.35,15.14,67.78,0.8,2.71,0.84,1.79,233.36,12.3,521.15
"EU",,true,"2020-09","Gas",false,45.27,22.58,101.1,-2.44,-5.11,-0.5,-5.45,388.63,20.48,867.91
"EU",,true,"2020-09","Hydro",false,23.22,11.58,51.86,3.43,17.33,2.01,7.66,255.97,13.49,571.65
"EU",,true,"2020-09","Nuclear",false,47.42,23.65,105.9,-8.45,-15.12,-3.38,-18.87,474.62,25.01,1059.95
"EU",,true,"2020-09","Other fossil",false,6.29,3.14,14.05,-0.15,-2.33,0.02,-0.33,54.26,2.86,121.18
"EU",,true,"2020-09","Other renewables",false,1.46,0.73,3.26,0,0,0.02,0,13.35,0.7,29.81
"EU",,true,"2020-09","Solar",false,13.53,6.75,30.22,2.33,20.8,1.33,5.2,121.42,6.4,271.16
"EU",,true,"2020-09","Total generation",true,200.48,100,447.72,-6.22,-3.01,0,-13.89,1897.69,100,4238.02
"EU",,true,"2020-09","Wind",false,24.22,12.08,54.09,-2.18,-8.26,-0.69,-4.87,273.6,14.42,611.02
"EU",,true,"2020-10","Bioenergy",false,9.4,4.3,20.99,-0.06,-0.63,0.04,-0.13,91.88,4.34,205.19
"EU",,true,"2020-10","Coal",false,32.12,14.7,71.73,-2.91,-8.31,-1.07,-6.5,265.48,12.55,592.88
"EU",,true,"2020-10","Gas",false,39.6,18.13,88.44,-12.42,-23.88,-5.3,-27.74,428.23,20.24,956.35
"EU",,true,"2020-10","Hydro",false,28.2,12.91,62.98,7.3,34.93,3.5,16.3,284.17,13.43,634.62
"EU",,true,"2020-10","Nuclear",false,54.19,24.81,121.02,-4.58,-7.79,-1.65,-10.23,528.81,24.99,1180.97
"EU",,true,"2020-10","Other fossil",false,6.25,2.86,13.96,-0.59,-8.63,-0.22,-1.32,60.51,2.86,135.13
"EU",,true,"2020-10","Other renewables",false,1.58,0.72,3.53,0.01,0.64,0.01,0.02,14.93,0.71,33.34
"EU",,true,"2020-10","Solar",false,8.21,3.76,18.33,0.45,5.8,0.27,1,129.63,6.13,289.5
"EU",,true,"2020-10","Total generation",true,218.44,100,487.83,-3.63,-1.63,0,-8.11,2116.13,100,4725.85
"EU",,true,"2020-10","Wind",false,38.89,17.8,86.85,9.17,30.85,4.42,20.48,312.49,14.77,697.87
"EU",,true,"2020-11","Bioenergy",false,9.79,4.34,21.86,-0.25,-2.49,0.03,-0.56,101.67,4.34,227.05
"EU",,true,"2020-11","Coal",false,35.43,15.69,79.12,-4.15,-10.49,-1.31,-9.27,300.91,12.85,672.01
"EU",,true,"2020-11","Gas",false,48.55,21.5,108.42,0.08,0.17,0.69,0.18,476.78,20.36,1064.77
"EU",,true,"2020-11","Hydro",false,27.25,12.07,60.86,-2.11,-7.19,-0.54,-4.71,311.42,13.3,695.48
"EU",,true,"2020-11","Nuclear",false,57.76,25.58,128.99,-0.91,-1.55,0.39,-2.03,586.57,25.05,1309.96
"EU",,true,"2020-11","Other fossil",false,6.44,2.85,14.38,-0.47,-6.8,-0.12,-1.05,66.95,2.86,149.52
"EU",,true,"2020-11","Other renewables",false,1.57,0.7,3.51,-0.01,-0.63,0.02,-0.02,16.5,0.7,36.85
"EU",,true,"2020-11","Solar",false,5.59,2.48,12.48,1.75,45.57,0.83,3.91,135.22,5.77,301.98
"EU",,true,"2020-11","Total generation",true,225.77,100,504.2,-7.12,-3.06,0,-15.9,2341.9,100,5230.05
"EU",,true,"2020-11","Wind",false,33.39,14.79,74.57,-1.05,-3.05,0,-2.34,345.88,14.77,772.44
"EU",,true,"2020-12","Bioenergy",false,10.81,4.48,24.14,0.29,2.76,0.11,0.65,112.48,4.35,251.2
"EU",,true,"2020-12","Coal",false,34.97,14.48,78.1,0.39,1.13,0.11,0.87,335.88,13,750.1
"EU",,true,"2020-12","Gas",false,50.08,20.73,111.84,7.16,16.68,2.89,15.99,526.86,20.39,1176.61
"EU",,true,"2020-12","Hydro",false,30.13,12.47,67.29,-3.71,-10.96,-1.6,-8.29,341.55,13.22,762.77
"EU",,true,"2020-12","Nuclear",false,63.96,26.48,142.84,-0.35,-0.54,-0.25,-0.78,650.53,25.18,1452.8
"EU",,true,"2020-12","Other fossil",false,6.61,2.74,14.76,-0.33,-4.76,-0.14,-0.74,73.56,2.85,164.28
"EU",,true,"2020-12","Other renewables",false,1.65,0.68,3.68,0,0,-0.01,0,18.15,0.7,40.53
"EU",,true,"2020-12","Solar",false,3.39,1.4,7.57,-0.18,-5.04,-0.08,-0.4,138.61,5.37,309.55
"EU",,true,"2020-12","Total generation",true,241.54,100,539.42,0.97,0.4,0,2.17,2583.44,100,5769.47
"EU",,true,"2020-12","Wind",false,39.94,16.54,89.2,-2.3,-5.45,-1.02,-5.14,385.82,14.93,861.63
"EU",,true,"2021-01","Bioenergy",false,11.38,4.43,25.42,0.96,9.21,0.33,2.14,11.38,4.43,25.42
"EU",,true,"2021-01","Coal",false,39.81,15.5,88.92,4.5,12.74,1.62,10.05,39.81,15.5,88.92
"EU",,true,"2021-01","Gas",false,52.19,20.32,116.57,-3.86,-6.89,-1.71,-8.62,52.19,20.32,116.57
"EU",,true,"2021-01","Hydro",false,34.73,13.52,77.57,5.3,18.01,1.95,11.84,34.73,13.52,77.57
"EU",,true,"2021-01","Nuclear",false,67.98,26.46,151.84,-0.06,-0.09,-0.29,-0.13,67.98,26.46,151.84
"EU",,true,"2021-01","Other fossil",false,6.84,2.66,15.28,-0.06,-0.87,-0.05,-0.13,6.84,2.66,15.28
"EU",,true,"2021-01","Other renewables",false,1.69,0.66,3.77,0.03,1.81,0.01,0.07,1.69,0.66,3.77
"EU",,true,"2021-01","Solar",false,4.08,1.59,9.11,-0.38,-8.52,-0.16,-0.85,4.08,1.59,9.11
"EU",,true,"2021-01","Total generation",true,256.88,100,573.77,2.49,0.98,0,5.56,256.88,100,573.77
"EU",,true,"2021-01","Wind",false,38.18,14.86,85.28,-3.94,-9.35,-1.7,-8.8,38.18,14.86,85.28
"EU",,true,"2021-02","Bioenergy",false,10.23,4.46,22.85,0.95,10.24,0.52,2.12,21.61,4.44,48.27
"EU",,true,"2021-02","Coal",false,31.25,13.62,69.8,3.88,14.18,1.99,8.67,71.06,14.61,158.72
"EU",,true,"2021-02","Gas",false,42.31,18.44,94.5,-3.01,-6.64,-0.82,-6.72,94.5,19.43,211.08
"EU",,true,"2021-02","Hydro",false,35,15.25,78.18,6.37,22.25,3.08,14.23,69.73,14.34,155.75
"EU",,true,"2021-02","Nuclear",false,58.64,25.55,130.98,-1.94,-3.2,-0.2,-4.33,126.62,26.03,282.82
"EU",,true,"2021-02","Other fossil",false,6.2,2.7,13.85,-0.17,-2.67,-0.01,-0.38,13.04,2.68,29.13
"EU",,true,"2021-02","Other renewables",false,1.48,0.64,3.31,-0.02,-1.33,0,-0.04,3.17,0.65,7.08
"EU",,true,"2021-02","Solar",false,7.29,3.18,16.28,0.56,8.32,0.32,1.25,11.37,2.34,25.4
"EU",,true,"2021-02","Total generation",true,229.49,100,512.59,-5.79,-2.46,0,-12.93,486.37,100,1086.36
"EU",,true,"2021-02","Wind",false,37.09,16.16,82.84,-12.41,-25.07,-4.88,-27.72,75.27,15.48,168.12
"EU",,true,"2021-03","Bioenergy",false,10.67,4.45,23.83,0.52,5.12,0.06,1.16,32.28,4.44,72.1
"EU",,true,"2021-03","Coal",false,31.75,13.23,70.92,3.87,13.88,1.18,8.64,102.81,14.15,229.64
"EU",,true,"2021-03","Gas",false,46.73,19.47,104.38,5.22,12.58,1.52,11.66,141.23,19.44,315.45
"EU",,true,"2021-03","Hydro",false,30.56,12.74,68.26,-1.2,-3.78,-0.99,-2.68,100.29,13.81,224.01
"EU",,true,"2021-03","Nuclear",false,62.14,25.9,138.8,2.29,3.83,0.02,5.11,188.76,25.99,421.62
"EU",,true,"2021-03","Other fossil",false,6.21,2.59,13.87,-0.21,-3.27,-0.19,-0.47,19.25,2.65,43
"EU",,true,"2021-03","Other renewables",false,1.63,0.68,3.64,0.03,1.88,-0.01,0.07,4.8,0.66,10.72
"EU",,true,"2021-03","Solar",false,13.52,5.63,30.2,2.09,18.29,0.69,4.67,24.89,3.43,55.59
"EU",,true,"2021-03","Total generation",true,239.96,100,535.98,8.68,3.75,0,19.39,726.33,100,1622.34
"EU",,true,"2021-03","Wind",false,36.75,15.32,82.09,-3.93,-9.66,-2.27,-8.78,112.02,15.42,250.21
"EU",,true,"2021-04","Bioenergy",false,10.15,4.7,22.67,0.92,9.97,-0.15,2.05,42.43,4.5,94.77
"EU",,true,"2021-04","Coal",false,28.72,13.31,64.15,8.6,42.74,2.74,19.21,131.53,13.96,293.79
"EU",,true,"2021-04","Gas",false,43.02,19.93,96.09,10.67,32.98,2.94,23.83,184.25,19.56,411.54
"EU",,true,"2021-04","Hydro",false,26.54,12.3,59.28,-1.02,-3.7,-2.18,-2.28,126.83,13.46,283.29
"EU",,true,"2021-04","Nuclear",false,54.03,25.03,120.68,2.44,4.73,-2.07,5.45,242.79,25.77,542.3
"EU",,true,"2021-04","Other fossil",false,5.79,2.68,12.93,0.28,5.08,-0.21,0.63,25.04,2.66,55.93
"EU",,true,"2021-04","Other renewables",false,1.46,0.68,3.26,-0.02,-1.35,-0.1,-0.04,6.26,0.66,13.98
"EU",,true,"2021-04","Solar",false,16.19,7.5,36.16,0.16,1,-0.92,0.36,41.08,4.36,91.76
"EU",,true,"2021-04","Total generation",true,215.82,100,482.06,25.44,13.36,0,56.82,942.15,100,2104.39
"EU",,true,"2021-04","Wind",false,29.92,13.86,66.83,3.41,12.86,-0.06,7.62,141.94,15.07,317.04
"EU",,true,"2021-05","Bioenergy",false,9.65,4.62,21.55,0.38,4.1,-0.23,0.85,52.08,4.52,116.33
"EU",,true,"2021-05","Coal",false,23.48,11.24,52.45,3.68,18.59,0.89,8.22,155.01,13.47,346.23
"EU",,true,"2021-05","Gas",false,31.73,15.19,70.87,-1.25,-3.79,-2.05,-2.79,215.98,18.76,482.41
"EU",,true,"2021-05","Hydro",false,33.24,15.91,74.25,1.88,5.99,-0.48,4.2,160.07,13.91,357.53
"EU",,true,"2021-05","Nuclear",false,52.94,25.34,118.25,5.07,10.59,0.32,11.32,295.73,25.69,660.55
"EU",,true,"2021-05","Other fossil",false,5.91,2.83,13.2,0.38,6.87,-0.06,0.85,30.95,2.69,69.13
"EU",,true,"2021-05","Other renewables",false,1.48,0.71,3.31,0.01,0.68,-0.06,0.02,7.74,0.67,17.29
"EU",,true,"2021-05","Solar",false,19.02,9.1,42.48,1.53,8.75,-0.04,3.42,60.1,5.22,134.24
"EU",,true,"2021-05","Total generation",true,208.9,100,466.6,17.6,9.2,0,39.31,1151.05,100,2570.99
"EU",,true,"2021-05","Wind",false,31.45,15.06,70.25,5.92,23.19,1.71,13.22,173.39,15.06,387.29
"EU",,true,"2021-06","Bioenergy",false,8.43,4.11,18.83,0.05,0.6,-0.31,0.11,60.51,4.46,135.16
"EU",,true,"2021-06","Coal",false,27.04,13.19,60.4,5.03,22.85,1.59,11.24,182.05,13.42,406.63
"EU",,true,"2021-06","Gas",false,38.68,18.86,86.4,-1.54,-3.83,-2.34,-3.44,254.66,18.78,568.81
"EU",,true,"2021-06","Hydro",false,32.4,15.8,72.37,1.6,5.19,-0.43,3.57,192.47,14.19,429.9
"EU",,true,"2021-06","Nuclear",false,52.65,25.68,117.6,8.69,19.77,2.51,19.41,348.38,25.69,778.14
"EU",,true,"2021-06","Other fossil",false,5.74,2.8,12.82,0.41,7.69,-0.01,0.92,36.69,2.71,81.95
"EU",,true,"2021-06","Other renewables",false,1.39,0.68,3.1,0.05,3.73,-0.03,0.11,9.13,0.67,20.39
"EU",,true,"2021-06","Solar",false,21.28,10.38,47.53,4.47,26.59,1.52,9.98,81.38,6,181.77
"EU",,true,"2021-06","Total generation",true,205.04,100,457.98,15.3,8.06,0,34.17,1356.09,100,3028.97
"EU",,true,"2021-06","Wind",false,17.43,8.5,38.93,-3.46,-16.56,-2.51,-7.73,190.82,14.07,426.22
"EU",,true,"2021-07","Bioenergy",false,8.78,4.06,19.61,0.4,4.77,-0.04,0.89,69.29,4.41,154.77
"EU",,true,"2021-07","Coal",false,30.19,13.98,67.43,6.32,26.48,2.31,14.12,212.24,13.5,474.06
"EU",,true,"2021-07","Gas",false,39.51,18.29,88.25,-9.47,-19.33,-5.65,-21.15,294.17,18.71,657.06
"EU",,true,"2021-07","Hydro",false,30.26,14.01,67.59,2.84,10.36,0.61,6.34,222.73,14.17,497.49
"EU",,true,"2021-07","Nuclear",false,56.69,26.24,126.62,9.42,19.93,3.13,21.04,405.07,25.77,904.77
"EU",,true,"2021-07","Other fossil",false,6.27,2.9,14,0.54,9.42,0.1,1.21,42.96,2.73,95.96
"EU",,true,"2021-07","Other renewables",false,1.44,0.67,3.22,0.01,0.7,-0.03,0.02,10.57,0.67,23.61
"EU",,true,"2021-07","Solar",false,20.55,9.51,45.9,2.2,11.99,0.54,4.91,101.93,6.48,227.67
"EU",,true,"2021-07","Total generation",true,216.02,100,482.5,11.45,5.6,0,25.57,1572.11,100,3511.48
"EU",,true,"2021-07","Wind",false,22.33,10.34,49.88,-0.81,-3.5,-0.97,-1.81,213.15,13.56,476.09
"EU",,true,"2021-08","Bioenergy",false,9.05,4.33,20.21,0.4,4.62,0.01,0.89,78.34,4.4,174.98
"EU",,true,"2021-08","Coal",false,30.14,14.43,67.32,3.49,13.1,1.12,7.8,242.38,13.61,541.38
"EU",,true,"2021-08","Gas",false,33.01,15.8,73.73,-12.94,-28.16,-7.14,-28.9,327.18,18.37,730.79
"EU",,true,"2021-08","Hydro",false,27.86,13.34,62.23,2.07,8.03,0.46,4.62,250.59,14.07,559.72
"EU",,true,"2021-08","Nuclear",false,57.38,27.47,128.16,9.34,19.44,3.48,20.86,462.45,25.97,1032.93
"EU",,true,"2021-08","Other fossil",false,6.32,3.03,14.12,0.14,2.27,-0.06,0.31,49.28,2.77,110.07
"EU",,true,"2021-08","Other renewables",false,1.41,0.67,3.15,0,0,-0.03,0,11.98,0.67,26.76
"EU",,true,"2021-08","Solar",false,18.35,8.78,40.99,1.76,10.61,0.5,3.93,120.28,6.75,268.66
"EU",,true,"2021-08","Total generation",true,208.9,100,466.6,8.63,4.31,0,19.28,1781.01,100,3978.08
"EU",,true,"2021-08","Wind",false,25.38,12.15,56.69,4.37,20.8,1.66,9.76,238.53,13.39,532.78
"EU",,true,"2021-09","Bioenergy",false,9.23,4.44,20.62,0.51,5.85,0.09,1.14,87.57,4.4,195.6
"EU",,true,"2021-09","Coal",false,36.62,17.61,81.79,6.27,20.66,2.47,14,279,14.03,623.18
"EU",,true,"2021-09","Gas",false,40.08,19.27,89.52,-5.19,-11.46,-3.31,-11.59,367.26,18.46,820.32
"EU",,true,"2021-09","Hydro",false,21.6,10.38,48.25,-1.62,-6.98,-1.2,-3.62,272.19,13.68,607.97
"EU",,true,"2021-09","Nuclear",false,56.54,27.18,126.29,9.12,19.23,3.53,20.37,518.99,26.09,1159.22
"EU",,true,"2021-09","Other fossil",false,6.09,2.93,13.6,-0.2,-3.18,-0.21,-0.45,55.37,2.78,123.67
"EU",,true,"2021-09","Other renewables",false,1.39,0.67,3.1,-0.07,-4.79,-0.06,-0.16,13.37,0.67,29.86
"EU",,true,"2021-09","Solar",false,15.47,7.44,34.55,1.94,14.34,0.69,4.33,135.75,6.83,303.21
"EU",,true,"2021-09","Total generation",true,208,100,464.59,7.52,3.75,0,16.8,1989.01,100,4442.67
"EU",,true,"2021-09","Wind",false,20.98,10.09,46.86,-3.24,-13.38,-1.99,-7.24,259.51,13.05,579.64
"EU",,true,"2021-10","Bioenergy",false,10.02,4.5,22.38,0.62,6.6,0.2,1.38,97.59,4.41,217.98
"EU",,true,"2021-10","Coal",false,36.63,16.43,81.82,4.51,14.04,1.73,10.07,315.63,14.27,704.99
"EU",,true,"2021-10","Gas",false,39.07,17.53,87.27,-0.53,-1.34,-0.6,-1.18,406.33,18.37,907.58
"EU",,true,"2021-10","Hydro",false,20.31,9.11,45.36,-7.89,-27.98,-3.8,-17.62,292.5,13.22,653.33
"EU",,true,"2021-10","Nuclear",false,59.28,26.59,132.41,5.09,9.39,1.78,11.37,578.27,26.14,1291.63
"EU",,true,"2021-10","Other fossil",false,6.35,2.85,14.18,0.1,1.6,-0.01,0.22,61.72,2.79,137.86
"EU",,true,"2021-10","Other renewables",false,1.51,0.68,3.37,-0.07,-4.43,-0.04,-0.16,14.88,0.67,33.24
"EU",,true,"2021-10","Solar",false,11.45,5.14,25.57,3.24,39.46,1.38,7.24,147.2,6.65,328.79
"EU",,true,"2021-10","Total generation",true,222.9,100,497.87,4.46,2.04,0,9.96,2211.91,100,4940.54
"EU",,true,"2021-10","Wind",false,38.28,17.17,85.5,-0.61,-1.57,-0.63,-1.36,297.79,13.46,665.15
"EU",,true,"2021-11","Bioenergy",false,10.62,4.5,23.72,0.83,8.48,0.16,1.85,108.21,4.42,241.7
"EU",,true,"2021-11","Coal",false,40.39,17.11,90.22,4.96,14,1.42,11.08,356.02,14.54,795.21
"EU",,true,"2021-11","Gas",false,54.95,23.27,122.74,6.4,13.18,1.77,14.3,461.28,18.84,1030.32
"EU",,true,"2021-11","Hydro",false,22.27,9.43,49.74,-4.98,-18.28,-2.64,-11.12,314.77,12.86,703.07
"EU",,true,"2021-11","Nuclear",false,58.55,24.8,130.78,0.79,1.37,-0.78,1.76,636.82,26.01,1422.41
"EU",,true,"2021-11","Other fossil",false,6.83,2.89,15.26,0.39,6.06,0.04,0.87,68.55,2.8,153.11
